word,count,upos,ner
third,320,ADJ;ADV;NOUN,ORDINAL;WORK_OF_ART;ORG;CARDINAL;FAC;LOC;DATE;EVENT;GPE
october,320,PROPN,EVENT;DATE;WORK_OF_ART;TIME
institution,319,NOUN;PROPN,WORK_OF_ART;ORG
affect,317,VERB;NOUN,WORK_OF_ART
regime,316,NOUN;PROPN,ORG;WORK_OF_ART
help,316,VERB;NOUN,WORK_OF_ART
concept,316,NOUN;PROPN,WORK_OF_ART;ORG;LAW;PERSON
critical,316,ADJ,WORK_OF_ART;DATE;ORG
1994,316,NUM,DATE;WORK_OF_ART;EVENT
information,315,NOUN;PROPN,ORG;EVENT;WORK_OF_ART;LAW
criminology,315,PROPN;NOUN,WORK_OF_ART;LAW;ORG
know,315,VERB,WORK_OF_ART
mathematics,313,NOUN;PROPN,WORK_OF_ART
june,313,PROPN;NOUN,DATE;WORK_OF_ART;PERSON;EVENT;TIME
act,312,NOUN;VERB;PROPN,WORK_OF_ART;LAW
labor,312,NOUN;PROPN;VERB,WORK_OF_ART;ORG;NORP;EVENT;LAW
1995,312,NUM,DATE;EVENT;WORK_OF_ART
space,312,NOUN;PROPN,WORK_OF_ART
live,311,VERB;ADJ;PROPN;NOUN,WORK_OF_ART;PERSON;EVENT
terrorism,311,PROPN;NOUN,ORG;LAW;WORK_OF_ART
turkey,310,PROPN;NOUN,GPE;ORG;WORK_OF_ART;NORP;DATE;LOC
hold,310,VERB;NOUN,
europe,310,PROPN,LOC;WORK_OF_ART;ORG;EVENT;PERSON;NORP;GPE
address,309,VERB;NOUN;PROPN,WORK_OF_ART
significant,308,ADJ,DATE
argument,308,NOUN;PROPN,WORK_OF_ART;LAW
contemporary,307,ADJ;NOUN;PROPN,WORK_OF_ART;ORG;EVENT;GPE
finding,305,NOUN;PROPN,WORK_OF_ART
washington,305,PROPN,GPE;ORG;WORK_OF_ART;LOC;PERSON;NORP;LAW;EVENT;FAC
student,304,NOUN;PROPN,ORG;WORK_OF_ART
school,303,PROPN;NOUN;VERB,ORG;WORK_OF_ART;FAC
discussion,302,NOUN;PROPN,WORK_OF_ART
personal,301,ADJ;NOUN,WORK_OF_ART;LAW
especially,300,ADV,DATE
accord,299,VERB;NOUN;PROPN,LAW;EVENT;WORK_OF_ART;ORG
finance,298,NOUN;PROPN;VERB,LAW;ORG;WORK_OF_ART
nazi,298,PROPN;ADJ,NORP;WORK_OF_ART;GPE;EVENT;ORG;PERSON;FAC;LAW
last,297,ADJ;VERB;PROPN;ADV,DATE;WORK_OF_ART;TIME;EVENT;CARDINAL
now,297,ADV;PROPN,WORK_OF_ART;ORG;DATE
good,297,ADJ;PROPN;NOUN;ADV,PERSON;WORK_OF_ART;ORG
face,296,VERB;NOUN;PROPN,ORG;WORK_OF_ART
aim,295,NOUN;VERB;PROPN,LAW;WORK_OF_ART
november,295,PROPN,DATE;EVENT;WORK_OF_ART;LAW
institute,295,PROPN;NOUN;VERB,ORG;WORK_OF_ART;LAW
plo,294,PROPN;NOUN,ORG;LAW;WORK_OF_ART;EVENT
colonialism,294,NOUN;PROPN,NORP;WORK_OF_ART;ORG
former,293,NOUN;ADJ,ORG;GPE;WORK_OF_ART
may,293,PROPN;VERB,DATE;WORK_OF_ART;PERSON
citizenship,293,PROPN;NOUN,WORK_OF_ART;ORG;LAW
cloth,293,NOUN;PROPN,
union,292,PROPN;NOUN,GPE;ORG;WORK_OF_ART;NORP
bring,292,VERB;PROPN,WORK_OF_ART
story,291,NOUN;PROPN,WORK_OF_ART;PERSON;ORG
sense,291,NOUN;VERB;PROPN,ORG;WORK_OF_ART;PERSON
return,291,NOUN;PROPN;VERB,WORK_OF_ART;LAW;EVENT
demonstrate,290,VERB,
situation,290,NOUN;PROPN,LAW;WORK_OF_ART;ORG
deal,290,VERB;NOUN;PROPN,ORG;WORK_OF_ART
main,289,ADJ;PROPN;NOUN;X,FAC;WORK_OF_ART;ORG;GPE
create,289,VERB,WORK_OF_ART
july,289,PROPN,DATE;ORG;EVENT;TIME;WORK_OF_ART
develop,288,VERB;NOUN,WORK_OF_ART
factor,288,NOUN;PROPN;VERB,WORK_OF_ART
opinion,286,NOUN;PROPN,WORK_OF_ART;ORG;EVENT;LAW
evidence,286,NOUN;PROPN;VERB,WORK_OF_ART
emerge,286,VERB,ORG;WORK_OF_ART
difference,285,NOUN;PROPN,WORK_OF_ART
describe,284,VERB,
shape,283,VERB;NOUN;ADJ;PROPN,WORK_OF_ART
field,282,NOUN;PROPN;VERB,ORG;PERSON;WORK_OF_ART
related,280,ADJ,EVENT;WORK_OF_ART;LAW
2006,280,NUM,DATE;WORK_OF_ART;EVENT;ORG
datum,279,NOUN,
aesthetics,278,PROPN;NOUN,WORK_OF_ART
germany,278,PROPN,WORK_OF_ART;GPE;ORG;NORP
play,276,VERB;PROPN;NOUN,WORK_OF_ART
condition,276,NOUN;VERB;PROPN,WORK_OF_ART;ORG
global,276,ADJ,WORK_OF_ART;EVENT;LOC;ORG
search,276,PROPN;NOUN;VERB,ORG;PERSON;WORK_OF_ART;EVENT
christian,274,ADJ;PROPN,NORP;PERSON;WORK_OF_ART;ORG;LAW
plan,273,NOUN;VERB;PROPN,WORK_OF_ART;EVENT;GPE;LAW;ORG;PERSON
september,273,PROPN,DATE;EVENT;WORK_OF_ART
appear,272,VERB,
content,272,NOUN;PROPN;VERB,
epistemology,271,PROPN;NOUN,WORK_OF_ART
activity,270,NOUN;PROPN,ORG;EVENT;WORK_OF_ART
perceive,270,VERB,
border,269,NOUN;PROPN;VERB,EVENT;WORK_OF_ART;GPE;LAW;ORG
solution,269,PROPN;NOUN,WORK_OF_ART;ORG;EVENT
man,268,NOUN;PROPN;VERB,WORK_OF_ART;ORG;PERSON;LAW
2005,268,NUM,DATE;WORK_OF_ART;PERSON
council,268,PROPN;NOUN,ORG;LAW;EVENT;WORK_OF_ART
set,267,NOUN;VERB;PROPN;ADJ,WORK_OF_ART
class,267,NOUN;PROPN,EVENT;WORK_OF_ART;ORG
four,266,NUM,CARDINAL;DATE;WORK_OF_ART;EVENT;TIME
domestic,266,ADJ;NOUN,LAW;ORG;WORK_OF_ART
south,266,PROPN;ADV;NOUN;ADJ,NORP;GPE;ORG;LOC;WORK_OF_ART;EVENT
2003,266,NUM,DATE;LAW;WORK_OF_ART;PERSON;EVENT
side,265,NOUN;PROPN;VERB,WORK_OF_ART;LOC;PERSON
nuclear,265,ADJ;NOUN,WORK_OF_ART;LAW;EVENT;ORG
wide,265,ADJ;ADV;PROPN;VERB,WORK_OF_ART;ORG
particularly,265,ADV,
seem,264,VERB,
1992,263,NUM,DATE;WORK_OF_ART;EVENT
diplomacy,263,PROPN;NOUN,WORK_OF_ART;LAW;ORG;EVENT
foundation,263,NOUN;PROPN,ORG;WORK_OF_ART;LAW
election,263,NOUN;PROPN,EVENT;ORG;WORK_OF_ART
reveal,262,VERB,WORK_OF_ART
several,262,ADJ,DATE;CARDINAL;TIME;LAW
oslo,262,PROPN,ORG;GPE;LAW;EVENT;WORK_OF_ART;PERSON;NORP
implication,260,NOUN;PROPN;X,WORK_OF_ART
serve,260,VERB,
site,260,NOUN;VERB;PROPN,WORK_OF_ART;ORG;FAC
series,260,PROPN;NOUN,DATE;WORK_OF_ART;EVENT;ORG
old,259,ADJ;NOUN,DATE;GPE;LOC;WORK_OF_ART;ORG;EVENT;NORP;FAC
explain,258,VERB,WORK_OF_ART
understanding,257,NOUN;ADJ;PROPN,WORK_OF_ART;ORG;LAW;GPE
attention,257,NOUN;X,
special,256,ADJ;NOUN,ORG;WORK_OF_ART;LAW;EVENT
march,256,PROPN;VERB;NOUN,DATE;EVENT;WORK_OF_ART;PERSON
survivor,255,NOUN;PROPN,EVENT;ORG;WORK_OF_ART;PERSON
conduct,255,VERB;NOUN;PROPN,LAW
leadership,253,NOUN;PROPN,WORK_OF_ART;ORG
rise,251,NOUN;VERB;PROPN,WORK_OF_ART;EVENT
affair,250,NOUN;PROPN,ORG;WORK_OF_ART;EVENT
democratic,249,ADJ,ORG;LAW;NORP;GPE;WORK_OF_ART
idea,249,NOUN;PROPN,WORK_OF_ART;ORG
involve,249,VERB,
open,249,VERB;ADJ;PROPN;NOUN,LAW;WORK_OF_ART;EVENT;ORG;DATE
reason,248,NOUN;VERB,
still,248,ADV,PERSON;WORK_OF_ART
aspect,248,NOUN;PROPN,WORK_OF_ART;ORG;LAW
resource,247,NOUN;PROPN;VERB,ORG;WORK_OF_ART;LAW
tel,247,PROPN;NOUN,ORG;GPE;PERSON;FAC;WORK_OF_ART
december,246,PROPN,DATE
principle,246,NOUN;PROPN;ADJ,LAW;WORK_OF_ART;EVENT
reflect,246,VERB,WORK_OF_ART
share,245,VERB;NOUN,WORK_OF_ART
meaning,245,NOUN;PROPN,WORK_OF_ART;ORG;PERSON
origin,245,NOUN;PROPN,WORK_OF_ART
turn,243,VERB;NOUN;PROPN,DATE;WORK_OF_ART
2002,243,NUM,DATE;WORK_OF_ART;EVENT;PERSON
2004,243,NUM,DATE;WORK_OF_ART
revolution,242,PROPN;NOUN,WORK_OF_ART;EVENT;ORG;LAW
death,242,NOUN;PROPN,WORK_OF_ART;EVENT
arabic,241,ADJ;PROPN,NORP;LANGUAGE;WORK_OF_ART;ORG
1996,241,NUM,DATE;WORK_OF_ART;EVENT;PERSON
associate,240,VERB;NOUN;PROPN,
1982,240,NUM,DATE;EVENT;ORG
agency,240,PROPN;NOUN,WORK_OF_ART;ORG
represent,239,VERB,
key,239,ADJ;NOUN;PROPN,WORK_OF_ART;LAW;ORG;PERSON;GPE
nature,239,PROPN;NOUN,WORK_OF_ART;ORG
participant,239,NOUN,WORK_OF_ART
august,237,PROPN;ADJ,DATE;WORK_OF_ART
body,237,NOUN;PROPN,WORK_OF_ART;ORG
close,236,VERB;ADJ;ADV;NOUN;PROPN,WORK_OF_ART;CARDINAL;DATE;ORG
april,236,PROPN,DATE;TIME;ORG
aviv,236,PROPN,ORG;GPE;WORK_OF_ART
complex,235,ADJ;NOUN;PROPN,ORG;WORK_OF_ART;FAC;LAW
cause,234,VERB;NOUN;PROPN,WORK_OF_ART
2009,234,NUM,DATE;WORK_OF_ART
survey,233,NOUN;PROPN;VERB,WORK_OF_ART;ORG;EVENT
interpretation,233,NOUN;PROPN,WORK_OF_ART;LAW
opposition,233,NOUN;PROPN,WORK_OF_ART;ORG
home,232,NOUN;PROPN;ADV,WORK_OF_ART;ORG;LAW;EVENT
water,232,NOUN;PROPN,ORG;WORK_OF_ART;LAW;EVENT
framework,231,NOUN;PROPN,EVENT;WORK_OF_ART;ORG
why,231,ADV,WORK_OF_ART
grow,231,VERB,
define,231,VERB;NOUN,WORK_OF_ART
gulf,231,PROPN;NOUN,LOC;EVENT;ORG;GPE;NORP;WORK_OF_ART
antisemitism,230,NOUN;PROPN,WORK_OF_ART;ORG
february,230,PROPN,DATE;WORK_OF_ART;EVENT
say,230,VERB;INTJ;NOUN;PROPN,WORK_OF_ART
actor,230,NOUN;PROPN,LAW;WORK_OF_ART
here,229,ADV,WORK_OF_ART
additional,228,ADJ,WORK_OF_ART;CARDINAL;LAW;EVENT
identify,227,VERB,WORK_OF_ART
light,226,NOUN;PROPN;ADJ;VERB,WORK_OF_ART;ORG
exist,226,VERB,
small,226,ADJ;PROPN,WORK_OF_ART;LOC;PERSON
hand,226,NOUN;PROPN;VERB,WORK_OF_ART
ben,226,PROPN,PERSON;WORK_OF_ART;ORG;DATE;FAC
2007,226,NUM,DATE;WORK_OF_ART
program,225,NOUN;PROPN,WORK_OF_ART;ORG
sovereignty,225,NOUN;PROPN,ORG;LAW;WORK_OF_ART
1991,225,NUM,DATE;EVENT;FAC;WORK_OF_ART;PERSON
die,225,VERB;PROPN;X;NOUN,PERSON;WORK_OF_ART;ORG;GPE
africa,224,PROPN,LOC;GPE;LAW;ORG;WORK_OF_ART;EVENT;PERSON;NORP
der,224,PROPN;X,WORK_OF_ART;GPE;PERSON;ORG;FAC
line,223,NOUN;PROPN;VERB,EVENT;LOC;FAC;WORK_OF_ART;LAW
broad,223,ADJ;PROPN,
moral,223,ADJ;NOUN,WORK_OF_ART;ORG
potential,222,NOUN;ADJ,
category,221,NOUN;PROPN,WORK_OF_ART
just,221,ADV;ADJ,CARDINAL;DATE;WORK_OF_ART;EVENT;ORG
crime,221,NOUN;PROPN;X,WORK_OF_ART;EVENT;LAW
1997,221,NUM,DATE;WORK_OF_ART;PERSON
representation,220,NOUN;PROPN,WORK_OF_ART;LAW;ORG
traditional,220,ADJ,ORG;WORK_OF_ART
army,219,PROPN;NOUN,ORG;WORK_OF_ART
young,219,PROPN;ADJ,PERSON;ORG;EVENT;WORK_OF_ART;NORP
service,219,PROPN;NOUN,ORG;WORK_OF_ART;LAW
french,219,ADJ;PROPN,NORP;LANGUAGE;ORG;EVENT;LAW;WORK_OF_ART
intifada,218,PROPN;NOUN,EVENT;WORK_OF_ART;ORG;DATE;NORP;PERSON
reader,218,NOUN;PROPN,WORK_OF_ART;PERSON;ORG
defense,216,PROPN;NOUN,ORG;WORK_OF_ART;EVENT;LAW
elite,216,NOUN;ADJ;PROPN,WORK_OF_ART;ORG
generation,216,NOUN;PROPN,WORK_OF_ART;EVENT;ORG;DATE;CARDINAL
turkish,215,PROPN;ADJ,NORP;EVENT;ORG;WORK_OF_ART;GPE
professor,215,PROPN;NOUN,WORK_OF_ART
size,213,NOUN;PROPN;VERB,WORK_OF_ART
think,213,VERB;PROPN;NOUN,WORK_OF_ART;ORG
cover,213,VERB;NOUN;PROPN,WORK_OF_ART
age,213,NOUN;PROPN,DATE;ORG;WORK_OF_ART;EVENT
low,212,ADJ;VERB;NOUN,
america,211,PROPN,GPE;LOC;ORG;WORK_OF_ART;NORP;EVENT;PERSON
1999,211,NUM,DATE;WORK_OF_ART;EVENT;PERSON;ORG;FAC
receive,211,VERB,WORK_OF_ART
race,210,NOUN;PROPN,WORK_OF_ART;ORG
comparative,210,ADJ;PROPN,LAW;WORK_OF_ART;ORG
france,210,PROPN,GPE;WORK_OF_ART;ORG;NORP;PERSON;FAC
bear,209,VERB;NOUN;PROPN;X,WORK_OF_ART
reference,209,VERB;NOUN;PROPN,WORK_OF_ART
fail,208,VERB;NOUN,WORK_OF_ART;LAW
construction,208,NOUN;PROPN;X,WORK_OF_ART;ORG;PERSON
internal,208,ADJ,ORG;LAW;WORK_OF_ART
intervention,207,NOUN;PROPN,WORK_OF_ART;EVENT
popular,205,ADJ,ORG;WORK_OF_ART;NORP
january,205,PROPN,DATE;WORK_OF_ART;EVENT
allow,204,VERB,
civilian,204,NOUN;ADJ;PROPN,WORK_OF_ART;EVENT;LAW;ORG
today,204,NOUN;PROPN,DATE;ORG;WORK_OF_ART
john,204,PROPN,PERSON;ORG;WORK_OF_ART
leave,204,VERB;PROPN;NOUN,WORK_OF_ART
majority,204,NOUN;PROPN,LAW;ORG
north,204,PROPN;ADV;NOUN;ADJ,GPE;NORP;ORG;WORK_OF_ART;LOC;LAW;EVENT
strategic,203,ADJ,ORG;WORK_OF_ART
engage,203,VERB,WORK_OF_ART;ORG
worker,203,PROPN;NOUN,ORG;LAW;WORK_OF_ART;EVENT
jps,203,PROPN,ORG;WORK_OF_ART;EVENT;DATE;LAW
dynamic,202,NOUN;ADJ;PROPN,WORK_OF_ART;LAW
recognize,202,VERB,WORK_OF_ART
diaspora,202,PROPN;NOUN;ADJ;X,WORK_OF_ART;EVENT;NORP;LOC;ORG
adopt,201,VERB,
produce,201,VERB;NOUN,EVENT;WORK_OF_ART
association,201,PROPN;NOUN,ORG;WORK_OF_ART;LAW;EVENT
knowledge,200,NOUN;PROPN,WORK_OF_ART;ORG
course,200,NOUN;PROPN;VERB,WORK_OF_ART
2010,200,NUM,DATE;WORK_OF_ART;EVENT;GPE
2008,200,NUM,DATE;ORG;WORK_OF_ART;LAW
pattern,200,NOUN;PROPN,WORK_OF_ART;ORG
least,200,ADJ;ADV,CARDINAL;MONEY;DATE;PERCENT;WORK_OF_ART
possible,199,ADJ,WORK_OF_ART
maintain,199,VERB;NOUN,
village,199,NOUN;PROPN,GPE;ORG;WORK_OF_ART
specific,199,ADJ,WORK_OF_ART
lebanese,199,ADJ;PROPN,NORP;LAW;EVENT;WORK_OF_ART;ORG
liberal,198,ADJ;NOUN;PROPN,NORP;ORG;WORK_OF_ART
reality,198,NOUN;PROPN,WORK_OF_ART;ORG
mass,198,ADJ;NOUN;PROPN;VERB,WORK_OF_ART;EVENT;GPE;ORG
conclude,198,VERB,
aid,198,VERB;NOUN;PROPN,ORG;WORK_OF_ART
text,198,NOUN;PROPN,WORK_OF_ART;ORG
responsibility,198,NOUN;PROPN,WORK_OF_ART;LAW;ORG
film,198,NOUN;PROPN;VERB,WORK_OF_ART;EVENT;ORG
humanitarian,197,ADJ;NOUN,LAW;ORG;WORK_OF_ART;EVENT
common,196,ADJ;PROPN,WORK_OF_ART;ORG;LAW
theoretical,195,ADJ,WORK_OF_ART
strong,195,ADJ,WORK_OF_ART;ORG
animal,195,NOUN;PROPN,WORK_OF_ART
limit,194,VERB;NOUN;PROPN,WORK_OF_ART;ORG;LAW
market,194,VERB;PROPN;NOUN,ORG;WORK_OF_ART
operation,194,PROPN;NOUN,EVENT;WORK_OF_ART;PERSON;ORG
hamas,194,PROPN,ORG;NORP;LAW;EVENT;PERSON;WORK_OF_ART;DATE;GPE
syrian,194,ADJ;PROPN,NORP;ORG;WORK_OF_ART;EVENT
racism,194,NOUN;PROPN,ORG;EVENT;WORK_OF_ART
medicine,193,PROPN;NOUN,WORK_OF_ART;ORG
campaign,193,NOUN;PROPN;VERB,ORG;EVENT;WORK_OF_ART
1989,193,NUM,DATE;PERSON;WORK_OF_ART
1998,193,NUM,DATE;WORK_OF_ART;PERSON
engineering,192,PROPN;NOUN,
few,192,ADJ,DATE;QUANTITY;TIME;CARDINAL
michael,192,PROPN,PERSON;WORK_OF_ART;ORG
similar,191,ADJ,
relevant,191,ADJ,
health,191,PROPN;NOUN,ORG;WORK_OF_ART
ottoman,191,ADJ;PROPN;X;NOUN,GPE;NORP;ORG;PERSON;LOC;EVENT;LAW;WORK_OF_ART;FAC
independence,191,NOUN;PROPN,EVENT;WORK_OF_ART;LAW;ORG
1990,190,NUM,DATE;EVENT;WORK_OF_ART
ethnicity,190,NOUN;PROPN,WORK_OF_ART;NORP;ORG
typography,190,NOUN;PROPN,LAW;WORK_OF_ART
failure,189,NOUN;PROPN,WORK_OF_ART;LAW
phenomenon,189,PROPN;NOUN,WORK_OF_ART
victim,189,NOUN;PROPN;ADV;ADJ,WORK_OF_ART
1988,189,NUM,DATE;WORK_OF_ART;EVENT;PERSON
little,189,ADJ;PROPN;ADV;X,PERSON;DATE;WORK_OF_ART;GPE
back,189,VERB;ADV;NOUN;PROPN;ADJ,WORK_OF_ART;ORG
beirut,189,PROPN;X,GPE;ORG;FAC;WORK_OF_ART;PERSON;EVENT
periodical,189,ADJ;NOUN;PROPN,WORK_OF_ART
english,188,PROPN;ADJ,LANGUAGE;ORG;NORP;WORK_OF_ART
consequence,187,NOUN,WORK_OF_ART
six,187,NUM;PROPN,DATE;CARDINAL;WORK_OF_ART;EVENT;QUANTITY
therefore,187,ADV,
alternative,186,NOUN;ADJ;PROPN,ORG;EVENT;LAW;WORK_OF_ART
link,185,VERB;NOUN,WORK_OF_ART
2019,185,NUM,DATE;ORG;EVENT;WORK_OF_ART;FAC
quarter,185,NOUN;PROPN,CARDINAL;DATE;ORG;WORK_OF_ART;EVENT
opportunity,184,NOUN;PROPN,WORK_OF_ART;ORG
committee,184,NOUN;PROPN,ORG;WORK_OF_ART;LAW;EVENT
range,183,NOUN;VERB;PROPN,WORK_OF_ART
shift,183,NOUN;VERB;PROPN,WORK_OF_ART
weapon,183,NOUN;PROPN,LAW;WORK_OF_ART;EVENT
homeland,183,NOUN;PROPN,WORK_OF_ART;ORG;NORP
saudi,183,ADJ;PROPN,NORP;GPE;WORK_OF_ART;EVENT
compare,182,VERB,
mainstream,181,VERB;ADJ;PROPN;NOUN,ORG;WORK_OF_ART;NORP
word,181,PROPN;NOUN;VERB,WORK_OF_ART;PERSON;EVENT;ORG
indeed,181,ADV,PERSON
importance,181,NOUN;PROPN,WORK_OF_ART
element,180,NOUN;PROPN,WORK_OF_ART;LAW
name,180,NOUN;VERB;PROPN,WORK_OF_ART;ORG
routledge,179,PROPN;ADJ,WORK_OF_ART;GPE;ORG;EVENT;DATE
management,178,NOUN;PROPN,LAW;ORG;WORK_OF_ART
indicate,178,VERB,
migration,178,NOUN;PROPN,WORK_OF_ART;ORG
direct,178,VERB;ADJ;NOUN,
representative,177,NOUN;ADJ;PROPN,ORG
freedom,176,NOUN;PROPN,WORK_OF_ART;ORG;LAW;EVENT;PERSON
archive,176,PROPN;NOUN;VERB,ORG;WORK_OF_ART;PERSON
intellectual,176,ADJ;NOUN;PROPN,WORK_OF_ART;EVENT
wall,176,NOUN;PROPN;VERB,LOC;ORG;PERSON;WORK_OF_ART;FAC;EVENT;LAW
intergroup,176,NOUN;ADJ;PROPN,
scholarship,175,NOUN;PROPN,WORK_OF_ART;PERSON
move,175,NOUN;VERB;PROPN,WORK_OF_ART;LAW
look,175,NOUN;VERB;PROPN,WORK_OF_ART
tradition,175,NOUN;PROPN;X,WORK_OF_ART;ORG
solidarity,175,NOUN;PROPN,ORG;WORK_OF_ART
full,175,ADJ,WORK_OF_ART;ORG;DATE
protect,175,VERB,LAW;WORK_OF_ART
type,174,NOUN;VERB;PROPN,WORK_OF_ART
five,174,NUM,CARDINAL;DATE;TIME;LAW;WORK_OF_ART;QUANTITY;GPE
refer,174,VERB,
trial,174,NOUN;PROPN,WORK_OF_ART;EVENT;PERSON;ORG
liberation,173,PROPN;NOUN,EVENT;ORG;WORK_OF_ART
reach,173,NOUN;VERB;PROPN,WORK_OF_ART
racial,173,ADJ;NOUN;PROPN,WORK_OF_ART;NORP;ORG;LAW;EVENT
contribute,172,VERB,
criminal,172,ADJ;NOUN;PROPN,WORK_OF_ART;ORG;LAW;EVENT
conference,172,PROPN;NOUN,EVENT;WORK_OF_ART;ORG
tell,172,VERB;PROPN;NOUN,WORK_OF_ART;FAC;GPE;ORG
trend,171,NOUN;VERB,
conclusion,171,NOUN,WORK_OF_ART
addition,171,NOUN,
occupied,171,ADJ;VERB,GPE;LOC;WORK_OF_ART;ORG
mean,171,VERB;NOUN;ADJ,
behavior,171,NOUN;PROPN,WORK_OF_ART
boundary,170,NOUN;PROPN;ADJ,ORG;WORK_OF_ART
people,170,NOUN;PROPN;VERB,WORK_OF_ART;ORG;GPE
arab–,170,ADJ;PROPN,NORP;EVENT;WORK_OF_ART;ORG
basis,170,NOUN;PROPN;X,WORK_OF_ART
mark,170,PROPN;VERB;NOUN,PERSON;WORK_OF_ART
britain,170,PROPN,WORK_OF_ART;GPE;NORP;ORG;EVENT
extent,170,NOUN,
treaty,170,NOUN;PROPN,LAW;ORG;EVENT;WORK_OF_ART
likely,169,ADJ;ADV,
ecology,169,PROPN;NOUN,WORK_OF_ART;ORG
certain,169,ADJ,WORK_OF_ART
2011,169,NUM,DATE;EVENT;WORK_OF_ART;LAW
contribution,168,NOUN;PROPN,WORK_OF_ART
benefit,168,NOUN;VERB,WORK_OF_ART
capital,168,NOUN;ADJ;PROPN,WORK_OF_ART;ORG;GPE;EVENT
believe,168,VERB,
establishment,168,PROPN;NOUN,WORK_OF_ART;ORG;LAW
google,168,PROPN,WORK_OF_ART;ORG;PERSON
goal,167,NOUN;PROPN,
intelligence,167,PROPN;NOUN,ORG;EVENT;WORK_OF_ART
clear,167,ADJ;VERB;NOUN,
never,167,ADV,
armed,167,ADJ,WORK_OF_ART;ORG;LAW;EVENT
record,167,NOUN;PROPN;VERB,EVENT;WORK_OF_ART;LAW;ORG
promote,166,VERB;NOUN,WORK_OF_ART
demography,166,PROPN;NOUN,WORK_OF_ART
african,166,ADJ;PROPN,NORP;WORK_OF_ART;ORG;LOC;GPE
online,166,ADV;ADJ;NOUN;PROPN,ORG;WORK_OF_ART
department,166,PROPN;NOUN,ORG;WORK_OF_ART;EVENT
demographic,166,ADJ;NOUN;PROPN,WORK_OF_ART
web,166,NOUN;PROPN,WORK_OF_ART;ORG
growth,165,NOUN;PROPN,WORK_OF_ART
house,165,PROPN;NOUN;VERB,WORK_OF_ART;ORG;PERSON;FAC
battle,165,PROPN;NOUN;VERB,WORK_OF_ART;EVENT
nationalist,165,ADJ;NOUN;PROPN,ORG;WORK_OF_ART;NORP
iranian,165,ADJ;PROPN,EVENT;NORP;WORK_OF_ART;ORG
matter,164,NOUN;VERB;PROPN,WORK_OF_ART;DATE;LAW;TIME
raise,164,VERB,
psychological,163,ADJ,WORK_OF_ART
apply,163,VERB,WORK_OF_ART
legitimacy,163,NOUN;PROPN,WORK_OF_ART;LAW
soldier,163,NOUN;PROPN,ORG;WORK_OF_ART;PERSON
trace,163,VERB;NOUN;PROPN;X,WORK_OF_ART;LAW
respect,163,NOUN;VERB;PROPN,WORK_OF_ART;LAW
terror,163,PROPN;NOUN,WORK_OF_ART;EVENT;ORG
princeton,163,PROPN,ORG;GPE;WORK_OF_ART
